name	country	cp1.time	cp2.time	cp3.time	cp4.time	cp1.rank	cp2.rank	cp3.rank	cp4.rank	name.team	name.runners	name.runner1	name.runner2	cp1.time.numeric	cp2.time.numeric	cp3.time.numeric	cp4.time.numeric
(Gentilucci - Mustica ) URMA SECRET CONSPIRACY // SPIRITO TRAIL	ITA	3:02:40				NA	NA	NA	105	URMA SECRET CONSPIRACY // SPIRITO TRAIL	Gentilucci - Mustica	Gentilucci 	Mustica	3.04444444444444	NA	NA	NA
(Bianchi - Castagna) Top Team	ITA	3:03:35				NA	NA	NA	106	Top Team	Bianchi - Castagna	Bianchi 	Castagna	3.05972222222222	NA	NA	NA
(Mayr - Jadicicco Spignese) MaduninaSkyRunning	ITA	3:06:02				NA	NA	NA	107	MaduninaSkyRunning	Mayr - Jadicicco Spignese	Mayr 	Jadicicco Spignese	3.10055555555556	NA	NA	NA
(Ruck - Mayer) Run the Alps	GBR	3:06:09				NA	NA	NA	108	Run the Alps	Ruck - Mayer	Ruck 	Mayer	3.1025	NA	NA	NA
(Faccini - Amerio) I FORTISSIMI	ITA	3:07:45				NA	NA	NA	109	I FORTISSIMI	Faccini - Amerio	Faccini 	Amerio	3.12916666666667	NA	NA	NA
(Mion - Pol) Ungulati	ITA	3:09:31				NA	NA	NA	110	Ungulati	Mion - Pol	Mion 	Pol	3.15861111111111	NA	NA	NA
(Puiati - Barosso) ultra taaaaac team	ITA	3:09:40				NA	NA	NA	111	ultra taaaaac team	Puiati - Barosso	Puiati 	Barosso	3.16111111111111	NA	NA	NA
(Giulivi - Sacchi) Bogn da nia 1	ITA	3:22:02				NA	NA	NA	112	Bogn da nia 1	Giulivi - Sacchi	Giulivi 	Sacchi	3.36722222222222	NA	NA	NA
(Mavis - Mavis) ORDOS-soL02	TUR	3:32:09				NA	NA	NA	11	ORDOS-soL02	Mavis - Mavis	Mavis 	Mavis	3.53583333333333	NA	NA	NA
(Corradini - Cerri) Cerri & Corradini	ITA	3:49:23				NA	NA	NA	113	Cerri & Corradini	Corradini - Cerri	Corradini 	Cerri	3.82305555555556	NA	NA	NA
